DEPT,GR,LLD,LLS,DTC,DTS,NPHI,RHOB,DCALI_FINAL,WELL
6417.3,115.22,4049.68,5818.1,49.4597022,88.32280787,0.03,2.62,0.13,Well 8
4168.35,73.42,326.84,206.77,56.14509244,97.73013239,0.09,2.59,0.12,Well 12
4405.2,132.83,1004.26,8579,55.0827,96.47605827,0.07,2.59,0.03,Well 11
7258.8,102.84,187156.9,1513.2,51.50901317,86.86326575,0.02,2.71,0.12,Well 8
4194.3528,97.1113,10510.7197,10.90250015,50.58118,87.89603,0.047,2.7094,0.34,Well 1
3732,79.61,489.23,199.46,54.39734675,94.99977373,0.09,2.52,0.32,Well 12
4935.9,101.63,730.68,278.94,,,,,,Well 6
3847.49,159.776,126.196,61.038,58.001,,0.068,2.42,-1.486,Well 3
5036.25,43.3,330.78,193.51,57.5573,104.6603695,0.16,2.6,0.08,Well 11
4738.2,123.71,837.76,1447.14,54.51661,91.87821504,0.09,2.51,0.09,Well 11
5112.6,,,,,,,,,Well 9
7126.65,123.46,3180.07,2.79,54.2930521,99.45753984,0.06,2.47,0.69,Well 8
4289.85,95.92,3556.17,1061.16,52.32627199,89.82985887,0.04,2.65,0.05,Well 12
4317.9,75.56,9.57,8.49,,,,,,Well 2
4895.25,105.03,10105.25,93081.45,54.36859,96.00509785,0.03,2.64,0.08,Well 11
4520.4,114.79,2453.56,537.25,,,,,,Well 6
4625.0352,77.66841126,153.8600617,57.88849258,56.08621216,96.58126068,,2.635686874,0.207059905,Well 5
3579.6,116.8677,188.8915,2.723200083,52.7154,,8.0072,2.6533,0.3994,Well 4
5224.7292,,,,,,,,,Well 10
7146,106.46,200.52,124.8,51.29114127,93.36070118,0.05,2.62,0.18,Well 8
4080.815,,603.254,50.74,,,,,,Well 3
4072.89,,602.233,31.964,57.114,105.543,,,,Well 3
4993.8,107.29,1036.34,40.29,,,,,,Well 6
4396.05,63.6,246.73,167.19,,,,,,Well 7
3257.702,45.006,0.112000003,0.112,,,0.522,1.781,0.317,Well 3
3560.369,193.733,4166.154,411.739,54.487,95.969,0.065,2.61,0.157,Well 3
6349.2,95.06,91.42,27.47,61.1803791,105.7760857,0.08,2.63,0.11,Well 8
5296.95,104.59,488.17,427.08,51.7527173,,0.03,2.48,0.14,Well 8
5398.5,91.82,14841.2,1865.67,51.45351464,94.14208685,0.04,2.56,0.28,Well 8
5083.302,86.9602,4174.861,23.27203,52.5569116,89.10333822,0.05961,2.60454,-0.00584,Well 10
3935.1204,137.3096,0.1,0.332679987,53.18882845,92.41825949,0.07116,2.72434,0.2042,Well 10
3680.4,95.5097,257.0476,1.9516,51.3376,,4.9008,2.6652,0.5445,Well 4
3699,159.56,142.14,66.52,,,,,,Well 2
4531.35,80.38,274.24,0.68,50.98710572,93.67773827,0.04,2.83,0.17,Well 8
4105.65,94.69,539.77,34.75,,,,,,Well 6
3912.3,154.03,97.61,9.99,63.97342,95.72419068,0.16,2.36,1.2,Well 11
4737.6,110.26,2930.13,784.37,,,,,,Well 6
4583.7348,40.22415924,57.24040222,39.37065888,60.93865204,110.0978775,0.254653335,2.694653273,0.261633277,Well 5
4173.9312,187.2904816,564.0983276,26.73340607,58.51936722,96.65818024,0.109999999,2.597913265,0.232086733,Well 5
3944.4,88.1,117.5,52.59,59.46074052,95.77392612,0.1,2.51,0.45,Well 12
4079.5956,86.78005219,2828.370361,21.19847298,57.897892,97.689888,0.163046658,2.627813339,0.243906677,Well 5
3778.8,145.09,902.55,561.75,57.08844,,0.05,2.56,0.26,Well 11
4286.1,84.95,4655.84,795.56,,,,,,Well 9
4825.8,118.66,302.54,182.5,,,,,,Well 6
4692.15,79.1,273.83,22.69,,,,,,Well 9
3969.6,65.24,388.28,25.1,,,,,,Well 9
3903.2688,93.5294,713.9879,10.50109959,53.34199,99.38589,0.0738,2.7042,0.5982,Well 1
6612.75,103.56,1469.62,120.31,51.85943024,89.91011449,0.02,2.71,0.21,Well 8
4478.7,85.8,4.51,0.75,,,,,,Well 6
4650.15,63.92,239.39,20.28,49.30988702,90.20746874,0.08,2.71,0.05,Well 8
3882.9,95.43,121286.4,4732.24,51.50678239,92.00865685,0.03,2.68,0.19,Well 12
5495.85,130.81,379555.4,757.32,51.49021816,,0.01,2.65,0.26,Well 8
4999.1772,64.66985,1200.085,49.04303,53.75914175,91.9018636,0.10647,2.75223,0.09614,Well 10
4688.586,132.7554,4498.934,93.2431,54.6192257,92.89305045,0.02895,2.6357,0.12983,Well 10
4900.1172,92.22284,10494.38,87.74356,53.33011211,89.32016396,0.05729,2.69397,0.04346,Well 10
4369.8,160.91,134.09,52.22,57.19180929,103.059766,0.03,2.57,0.09,Well 8
3652.05,103.6953,311.5654,50.1223,,,5.3905,2.7097,0.2114,Well 4
4080.15,115.6557,2372.2789,710.5899,50.0119,,3.6784,2.7241,0.3023,Well 4
5067.75,75.39,215.51,183.2,52.33132442,,0.06,2.67,0.2,Well 8
6736.65,143.72,2975,624.68,51.44588948,87.43235417,0.09,2.7,0.11,Well 8
4444.2,108.25,27.75,1.51,55.72649226,,0.14,2.31,1.56,Well 12
5029.95,128.06,1731.89,2377.07,,,,,,Well 6
5301.75,119.9925,3029.2902,3.3746,50.4823,,2.9784,2.6237,0.2843,Well 4
3643.8,103.4843,611.2338,164.8231,50.8941,,5.4515,2.7348,-0.0319,Well 4
3618,73.99,193.55,71.58,51.94402829,89.11510139,0.04,2.65,0.4,Well 12
3630.168,101.9101,232.9137,82.946,58.57181,105.01457,0.1228,2.666,0.8989,Well 1
4300.8804,137.134,176.2857971,14.61279964,,,0.1305,2.6429,0.6341,Well 1
3646.5,107.6,242.35,52.11,55.46206,,0.05,2.65,0.25,Well 11
5220.15,120.0591,295.7242,397.519,50.8933,,6.329,2.6866,0.3015,Well 4
4867.9608,95.25898,2968.198,0.1,53.22645529,89.88125297,0.0603,2.73995,0.30055,Well 10
3638.1,90.14,516.4899902,8.6,,,,,,Well 6
4137.66,146.1144,2581.12,104.5816,53.54108509,91.88557591,0.08289,2.75272,0.50337,Well 10
3508.2,106.18,287.6799927,40.15,55.95780963,96.30750824,0.06,2.61,0.19,Well 12
3978.2496,96.93190765,46109.09375,42.1364212,53.1678009,93.25872803,0.150000006,2.706766605,0.146886692,Well 5
4035.552,148.0499,9.42767,0.57765,61.05192865,,0.09887,2.45047,0.65354,Well 10
4423.65,111.2975,235.0749,141.1746,52.6251,,6.2239,2.7174,0.2786,Well 4
4175.55,141.15,216.21,1118.4,51.42923,89.42613423,0.04,2.63,0.07,Well 11
3731.3616,91.10761261,276.795166,114.7244797,57.97350693,103.4027557,0.147446677,2.632766485,0.258086711,Well 5
6647.25,124.85,7003.23,49.03,51.50669993,89.24712661,0.01,2.81,0.11,Well 8
4021.531,120.775,172.856,60.367,54.522,105.403,0.089,2.303,-2.105,Well 3
5615.85,113.3,348902.2,881.49,52.08745407,,0.01,2.73,0.21,Well 8
4246.626,143.0909,7902.656,169.7142,51.37779659,87.17736845,0.03234,2.59647,0.01778,Well 10
4208.85,133.75,642.2,195.83,,,,,,Well 6
3265.018,112.245,30253.332,279.953,54.55,97.97,0.181,2.404,0.361,Well 3
5043.15,109.7009,486.989,237.2724,53.0403,,4.0495,2.6959,0.4919,Well 4
3516.9,94.51,140.17,3.37,,,,,,Well 9
3696.75,173.07,168.29,74.39,,,,,,Well 2
3863.55,150.73,1975.48,445.36,53.94466,92.11063546,0.03,2.63,0.05,Well 11
3976.5,85.8,353.79,31.95,,,,,,Well 6
3949.95,81.82,552.87,5426.69,,,,,,Well 7
3571.65,114.78,520.48,168225.2,56.82753129,96.63571063,0.05,2.64,0.2,Well 12
3766.35,180.99,720.69,381.14,,,,,,Well 2
4032.15,88.17,58.72,106.06,61.97224,114.2842322,0.15,2.52,0.18,Well 11
4351.05,113.4223,339.6939,112.8192,53.1457,,5.546,2.69,0.4586,Well 4
3631.5,99.89,298.9599915,27384.47,,,,,,Well 6
5082,81.72,2893.46,53.35,,,,,,Well 9
6544.2,124.93,1318.12,585.63,51.39058562,87.22518031,0.02,2.74,0.11,Well 8
4051.402,151.132,4335.623,335.808,54.652,92.518,0.094,2.295,-1.997,Well 3
4894.0212,90.78067,2351.505,44.00382,51.24685677,89.16993921,0.07378,2.69188,0.27233,Well 10
3895.5,97.17,406.76,965.44,65.56905,110.169978,0.12,2.43,0.17,Well 11
3732.7332,95.3434,16933.4531,411.3041992,50.77507,85.73949,0.0286,2.7762,0.4954,Well 1
4350.258,108.2018509,1287.270386,57.25284576,55.84853363,91.48852539,0.127206668,2.651173353,0.20748654,Well 5
4298.1,125.3,104.79,202,55.20445,95.98540289,0.09,2.57,0.11,Well 11
3894.9,87.54,109.54,77.64,,,,,,Well 2
3695.55,88.34,1340.47,820.84,57.7305948,94.85453829,0.03,2.65,0.12,Well 12
6254.25,95.09,104.24,823.09,52.82208423,92.39558874,0.01,2.75,0.12,Well 8
4264.5,86.87,2330.57,3557.45,54.09296126,88.22097425,0.02,2.69,0.04,Well 12
4159.05,176.43,426.59,178.09,,,,,,Well 2
4568.7,70.91,4675.83,19739.41,,,,,,Well 7
3853.8,125.08,451.74,139.91,,,,,,Well 7
5474.25,95.08,341184.5,1412.86,52.70468182,,0.02,2.72,0.16,Well 8
5095.494,75.75176,2983.47,0.1,53.83702312,90.10447924,0.0611,2.66085,0.02933,Well 10
5544.45,95.5,866.95,72.58,57.53657,93.43878963,0.08,2.61,0.12,Well 11
5732.25,139.04,74185.23,88.73,52.29154022,,0.01,2.71,0.14,Well 8
4982.1,110.5037,25206.2142,2287.2603,49.2948,,3.7658,2.7614,-0.0284,Well 4
5511.45,119.38,67710.7,53.31,51.17271333,92.39756449,0.02,2.68,0.22,Well 8
4143.75,175.27,7666.26,175335.7,51.26498,96.9285236,0.04,2.62,0,Well 11
4560,114.0651,357.8166,55.9996,59.0036,,9.0916,2.6179,0.3421,Well 4
5839.8,90.6,995.94,115.46,52.93563578,93.92165654,0.02,2.73,0.08,Well 8
4160.0628,110.8157349,4835.583984,42.97268677,53.59100723,93.05040741,0.140000001,2.71505332,0.195053622,Well 5
4444.95,69.12,65.35,4.3,67.76415,,0.2,2.47,0.58,Well 11
5050.65,113.0925,5184.421,555.6481,50.1927,,2.8787,2.7314,0.2025,Well 4
6698.4,110.28,12663.98,1532.15,49.77434921,89.01324,0.02,2.66,0.12,Well 8
5486.1,96.71,8752.33,207.91,52.63232362,90.34934961,0.02,2.65,0.08,Well 8
3748.8,186.73,798.99,567.76,,,,,,Well 2
4134.0024,187.225174,2051.613281,52.06983566,54.06121826,,0.10983333,2.580999851,0.211166695,Well 5
4428.45,70.1,52.41,8.22,,,,,,Well 9
3880.104,73.348,380.456,147.312,53.766,100.589,0.13,2.284,-1.924,Well 3
3768.15,49.92,362.39,7.62,,,,,,Well 9
5335.05,50.95,675.96,114.9,50.77178141,,0.02,2.65,0.05,Well 8
3280.41,109.858,5567.997,575.68,49.222,87.697,0.072,2.648,0.252,Well 3
4137.8124,152.3385,2158.306,0.1,53.93349595,91.8131594,0.07991,2.6274,0.32646,Well 10
4913.8332,79.44573,31481.79,51.07947,50.88171483,87.05084312,0.04334,2.81705,0.11216,Well 10
3728.55,84.43,2104.72,890.39,46.53210764,98.81482444,0.03,2.64,0.21,Well 12
4932.45,128.31,183.56,76.13,,,,,,Well 6
4087.65,96.09,347.66,81.89,60.26574,99.89935549,0.11,2.5,0.23,Well 11
3916.3752,86.0464,2214.5676,14.28800011,50.62008,88.60176,0.0528,2.7501,0.5282,Well 1
4957.5,119.7694,2988.1409,902.5801,52.9775,,3.0446,2.7446,0.1784,Well 4
4767.75,131.09,1844.31,404.2,60.86897,106.8991221,0.06,2.59,0.12,Well 11
4840.2,124.39,446.82,422.01,,,,,,Well 6
5401.65,112.2172,840.8716,325.2495,50.4998,,8.6749,2.7693,0.1595,Well 4
4921.5,106.8734,505.7486,143.2057,50.0836,,5.2038,2.7056,0.0498,Well 4
3963,81.65,618.52,5.15,,,,,,Well 9
4929,119.8515,968.6397,216.7781,51.7091,,2.8093,2.7226,0.2556,Well 4
3344.5704,18.5044,0.0095,0.0267,73.49758,127.49229,0.3546,4.2128,0.6169,Well 1
3493.35,109.83,188.75,1047.26,61.48269,105.2502078,0.08,2.58,0.27,Well 11
3461.004,98.371,280.647,199.566,52.577,99.127,0.11,2.666,0.027,Well 3
7060.2,119.3,76.39,24.55,62.40617665,106.6612,0.11,2.5,0.29,Well 8
3918.15,73.92,699.15,1.38,,,,,,Well 6
3302.508,134.732,30416.344,725.119,51.67,95.144,0.094,2.628,0.132,Well 3
3562.1976,104.6398,26885.7598,305.1227,49.87494,85.56445,0.0495,2.7295,0.5203,Well 1
6746.1,130.48,5051.86,9.84,52.86423069,90.1084678,0.03,2.7,0.17,Well 8
4755.4896,105.5819,9414.264,305.4156,52.19806583,86.76482472,0.02728,2.70031,0.13127,Well 10
3387.242,99.695,207.407,111.55,54.007,98.736,0.11,2.63,0.264,Well 3
3954,158.26,102.55,38.41,,,,,,Well 2
4770,53.43,151.09,4.22,51.11160771,94.49110701,0.05,2.62,0.44,Well 8
4407.6,86.72,269.46,77.17,,,,,,Well 6
4289.7552,137.134,176.2857971,14.61279964,58.02477,103.20943,0.1305,2.6429,0.5361,Well 1
4514.4,111.4,396.86,1822.87,53.43801,103.4670979,0.07,2.55,0.06,Well 11
4171.8,99.5,1331.74,12803.22,53.04902,92.82510903,0.06,2.61,0.06,Well 11
4251.6,72.527,363.6845,15.6586,55.6102,,8.9548,2.6548,0.5475,Well 4
3767.176,218.071,950.786,363.649,61.582,,0.112,2.586,-0.01,Well 3
4471.1112,157.9553,4547.947,130.6441,53.82511804,93.42455428,0.03838,2.68614,0.15051,Well 10
4132.2,120.4738,502.636,324.5889,54.2552,,5.9246,2.6916,0.3409,Well 4
3469.65,104.4,45.49000168,40.85,60.97650291,100.2002965,0.03,2.49,0.32,Well 12
3797.046,80.40632629,653.2182617,103.0272827,55.21747208,95.26982117,0.140000001,2.640000105,0.088439979,Well 5
5003.1,120.41,696.03,72.04,,,,,,Well 6
4239.9,42.78,170.91,115.86,,,,,,Well 7
4251.45,97.29,1177.73,70.09,,,,,,Well 9
4449.75,83.35,31.99,18.97,65.71044512,109.5377988,0.13,2.54,0.48,Well 12
4406.4,103.87,685.49,22.55,,,,,,Well 6
4534.0524,88.42767,3391.329,0.1,50.81112597,88.56383864,0.05712,2.66831,0.16471,Well 10
4589.55,74.79,343.31,27.5,55.71216181,,0.13,2.67,0.53,Well 8
5364.15,92.48,90.14,60.31,57.73635,102.2538905,0.09,2.59,0.13,Well 11
4696.05,143.56,2303.76,2877.22,59.88984,91.90696869,0.04,2.59,0.04,Well 11
4563.9,78.55,1275.74,700.19,,,,,,Well 7
6732.9,133.21,276644.7,4212.38,51.53935236,86.19271976,0.04,2.61,0.14,Well 8
4822.65,77.62,1019.6,83.58,56.12050632,,0.08,2.57,0.28,Well 8
4258.35,86.23,587.98,114.71,,,,,,Well 6
4002.15,108.73,1000,255.44,,,,,,Well 2
4064.508,108.0211716,546.5836182,34.65590668,56.10425186,93.83783722,0.180000007,2.603966713,0.165139914,Well 5
4106.85,72.37,2613.43,6514.14,,,,,,Well 7
4271.25,103.45,787.8,498.81,,,,,,Well 6
3908.25,64.79,308.61,1.1,,,,,,Well 9
4620.3,100.19,430.98,300.05,,,,,,Well 6
3615.385,143.041,852.765,252.703,54.413,94.952,0.051,2.632,0.18,Well 3
4058.4,88.01,1459.35,16.06,,,,,,Well 6
7042.05,99.65,484.78,186.86,51.6433079,90.28260457,0.05,2.62,0.16,Well 8
3933.6,77.8,1946.37,6676.55,,,,,,Well 7
3780.282,181.813,42115.633,621.976,50.231,,0.063,2.561,-0.27,Well 3
4367.55,127.63,884.93,4416.83,54.53425,95.88038974,0.07,2.54,0.05,Well 11
3371.4,27.34,0.100000001,0.100000001,61.44698323,,0.25,2.58,0.1,Well 12
4462.8,106.6,1336.06,9244.19,52.10331636,96.17256449,0.06,2.74,0.22,Well 8
4049.8776,82.24214935,4377.398926,45.11577225,58.84748077,97.17237854,0.208153322,2.625540018,0.279999733,Well 5
5075.1,117.8329,323.5521,48.2756,57.5975,,9.0655,2.6343,0.2863,Well 4
7004.1,115.13,2933.66,119.87,51.3021403,92.88827976,0.05,2.62,0.17,Well 8
4802.7,139.33,236.17,128.72,56.87424,94.6107074,0.11,2.64,0.19,Well 11
5335.5,128.5511,122.6983,148.9459,52.1831,,5.3504,2.74,0.1046,Well 4
4547.85,125.89,2268.04,15.86,,,,,,Well 9
4544.568,93.35697174,3236.282227,112.6621704,51.68111038,86.66374207,0.101206668,2.752759934,0.143966734,Well 5
5295.6,71.53,1180.7,584.23,52.50119424,,0.03,2.49,0.04,Well 8
3981.3,95.83,758.93,179.51,,,,,,Well 2
4564.8,121.91,728.63,157.73,59.22717,,0.07,2.54,0.23,Well 11
4540.35,102.1879,3805.4353,1367.5219,46.6133,,4.8426,2.7313,0.2703,Well 4
3934.5108,94.12547302,2199.765625,57.61196137,57.10346222,95.00331116,0.149273336,2.622179985,0.005813327,Well 5
4126.2,76.55,268.38,398.35,,,,,,Well 7
4415.25,96.31,224.6,861.4,60.15742,103.0439307,0.09,2.67,0.07,Well 11
3806.85,84.7017,1360.6454,561.3511,51.5028,,6.1298,2.7107,0.2546,Well 4
4611.9288,96.01802,7282.503,0.1,52.80357041,92.32659835,0.07948,2.63127,0.00465,Well 10
3978.75,127.2261,16264.1705,1110.7568,51.9119,,3.4899,2.7346,0.2726,Well 4
4012.5396,147.43,292.4564,0.1,53.34077874,93.71603549,0.05545,2.63404,0.02872,Well 10
6027.45,142.12,230.3,334.25,53.70168557,,0.03,2.58,0.42,Well 8
3897.782,63.362,345.098,151.908,57.312,107.085,0.213,2.317,-1.994,Well 3
6509.55,111.82,2265.88,641.44,51.86299998,86.69688685,0.01,2.67,0.22,Well 8
4995.9,43.46,2338.82,13.39,51.56165863,100.6449172,0.09,2.58,0.26,Well 8
4612.8432,92.94449616,50000,176.4247284,56.0607605,95.70492554,0.137113333,2.688660145,0.21999979,Well 5
4349.4,148.25,35.99,17.82,,,,,,Well 2
5947.2,97.36,498.37,135.7,52.99857673,,0.03,2.58,0.17,Well 8
3410.7,100.71,270.3399963,2872.05,58.50631761,103.4396074,0.11,2.57,0.16,Well 12
5408.25,112.5,325.14,723.47,52.26945676,92.25182961,0.04,2.54,0.23,Well 8
3607.4604,50.3697,206.6771,59.6936,57.87241,108.73138,0.1971,2.6756,1.0793,Well 1
5156.4,98.07,1655.97,2788.11,53.86270968,98.52939803,0.04,2.62,0.31,Well 8
5301.15,87.37,679.14,437.1,55.38475,92.07278026,0.13,2.46,0.11,Well 11
3736.8,86.9,1793.17,213.14,49.41564654,83.23191391,0.03,2.65,0.31,Well 12
4901.6412,78.39574,50000,122.5084,55.03968247,98.89987911,0.09366,2.76148,0.06494,Well 10
3651,92.45,354.2999878,2.61,,,,,,Well 6
4488.6,75.98,90.15,28.64,50.68098068,94.74532,0.03,2.75,0.03,Well 8
4932,13.99,5758.41,451.8,48.5792391,84.86070488,0.04,2.73,0.09,Well 8
4367.25,57.18,407.67,176.29,,,,,,Well 7
3336.646,136.925,689.924,96.573,51.795,93.101,0.147,2.638,0.075,Well 3
4905.9,108.82,296.54,51.31,,,,,,Well 6
3723.15,90.84,28009.62,33334.57,,,,,,Well 7
4404.3,66.847,117.8516,69.6315,58.6244,,16.5824,2.696,0.2236,Well 4
4364.1264,77.58611,222.048,94.86193,55.61128759,,0.09437,2.70859,0.12911,Well 10
4647.45,125.91,12800.86,96.28,52.03066,91.90701879,0.04,2.58,0.32,Well 11
5149.5,123.4039,93596.618,2173.5251,49.9891,,2.6439,2.7354,0.2066,Well 4
4346.1,75.04,2468.79,56.08,,,,,,Well 9
5271.9,120.8084,8383.6782,4476.1839,51.1335,,5.3027,2.7062,0.1498,Well 4
4179.3,130.05,1771,134697.1,53.1417,96.60097129,0.05,2.61,0.08,Well 11
3724.95,95.59,680.78,189.18,,,,,,Well 7
5044.5,50.2,80.74,1.44,60.92487035,116.8705369,0.25,2.31,0.54,Well 8
5074.5,104.5358,111.6761,69.4279,58.6451,,10.9516,2.6695,0.2914,Well 4
3842.25,92.25,171.4700012,203.75,,,,,,Well 6
4637.25,125.51,4050.84,813.06,53.15786,95.2778479,0.05,2.62,0.08,Well 11
3570,104.97,226.09,4509.56,58.67738562,102.1243655,0.07,2.56,0.32,Well 12
3464.1,212.87,1000,195.4,,,,,0.4835,Well 2
5334.75,57.06,5025.93,9076.49,51.07249982,,0.02,2.66,0.11,Well 8
3485.2356,106.3564,3657.8364,490.0359,49.90751,87.83255,0.0868,2.7176,1.2426,Well 1
5471.7,95.56,290.86,46.25,64.86242,99.70136354,0.1,2.61,0.25,Well 11
3895.5,79.78,5476.56,1.62,,,,,,Well 9
3840.45,146.93,894.31,212.66,,,,,,Well 2
3475.2,124.41,29.54999924,18.63,62.84358278,99.55396373,0.18,2.41,0.31,Well 12
4430.1,85.38,422.94,1859.09,54.96265754,,0.05,2.77,0.04,Well 8
4143.45,71.67,2745.15,3213.19,,,,,,Well 7
4368.6,76.28,256.43,22.72,,,,,,Well 9
3438.75,107.78,269.79,132.32,,,,,0.1702,Well 2
3378.75,69.64,25.51000023,14.17000008,57.3772415,93.13784908,0.1,2.48,0.99,Well 12
3800.85,177.57,1000,425.95,,,,,,Well 2
4104.9,111.6955,430.8252,263.5569,,,5.4196,2.7426,0.0761,Well 4
4491.6,112.59,3157.64,171567.3,52.63836,89.81355551,0.06,2.58,0.03,Well 11
4892.4,69.75,130.67,30.18,,,,,,Well 9
4414.5,89.98,580.01,175.2,53.56943073,99.3174264,0.08,2.53,0.27,Well 12
4330.95,102.75,522.14,7.83,51.19343912,87.06691173,0.06,2.64,0.18,Well 8
4560.3,29.26,2232.07,1381.22,49.80721613,,0.08,2.88,0.14,Well 8
4124.706,111.9108582,834.0423584,32.27959824,55.34676743,96.48442078,0.159999996,2.671220064,0.343660146,Well 5
3725.1132,96.7622,6939.3208,1454.8365,50.35946,84.71274,0.0444,2.741,0.4299,Well 1
4594.95,121.49,2542.85,779.37,54.52726,91.83612417,0.1,2.46,0.12,Well 11
3784.05,87.06,341.94,1154.69,,,,,,Well 7
4804.8,89.08,171.52,256.36,56.15854,,0.09,2.58,0.14,Well 11
4849.5,75.25,570.5,41.9,,,,,,Well 9
3842.85,152.6,854.48,936.25,55.99989,96.9222794,0.03,2.6,0.12,Well 11
4463.9484,113.6463699,678.5223389,39.15283203,52.87838364,90.46417999,0.106566668,2.633133411,0.109399654,Well 5
4711.5,127.9552,1041.7309,678.1971,50.2979,,5.0093,2.7145,0.2145,Well 4
3709.2636,82.66001892,705.152832,94.87136078,59.75347519,105.1521988,0.184246674,2.710273266,0.355753303,Well 5
4977.15,75.25,154.52,6.94,57.37621719,,0.12,2.63,0.84,Well 8
4185.6,81.23,439.67,482.55,61.17958205,101.1834155,0.07,2.62,0.09,Well 12
3958.8,43.93,446.88,2.95,,,,,,Well 9
4908.042,79.29393,6099.588,0.1,52.3484311,88.78732837,0.06545,2.77473,0.26702,Well 10
6534.6,118.93,14599.47,29747.81,51.38164622,87.91616858,0.02,2.56,0.38,Well 8
5435.7,98.43,99.23,0.33,54.85917561,,0.05,2.37,0.3,Well 8
3748.65,79,277.05,3.09,,,,,,Well 9
3660,90.61,278.98,299.91,57.89208475,95.45843108,0.07,2.56,0.2,Well 12
5354.1,67.35,21775.61,3218,52.1415872,92.50228866,0.03,2.55,0.04,Well 8
5044.35,109.89,2360.21,605.73,,,,,,Well 6
3836.55,124.87,163.12,42.95,,,,,,Well 7
4705.2,114.4,820.96,371.95,,,,,,Well 6
3816.75,147.5,119.05,79.31,,,,,,Well 2
4319.4,110.2642,560.2526,268.4098,,,4.9043,2.7053,0.3515,Well 4
3615.69,146.038,346.864,134.004,55.677,97.172,0.058,2.634,0.074,Well 3
6308.7,136.27,127.78,2.1,55.03155548,95.29393898,0.05,2.65,0.02,Well 8
3882.9996,75.27108002,21764.48438,28.2115345,57.99668121,102.1263657,0.150000006,2.600059986,0.256646812,Well 5
3688.9944,107.9944687,329.664032,86.39406586,58.32156754,99.39655304,0.129999995,2.634833336,0.241866529,Well 5
3734.25,173.55,433.5,188.03,,,,,,Well 2
4846.95,103.87,115.34,3.42,53.59224497,102.4344307,0.05,2.47,1.14,Well 8
5001.75,114.6807,269.0322,104.257,54.238,,8.1845,2.6951,0.1924,Well 4
3983.8884,83.90139771,29050.44336,54.38206863,52.3264885,92.16430664,0.150000006,2.59256649,0.217700094,Well 5
3639.1596,93.5062,185.1094,89.5198,54.08198,94.24442,0.1248,2.6138,0.8989,Well 1
6561.45,115.9,28352.27,49.2,53.81427368,97.1390322,0.04,2.74,0.08,Well 8
3780.4344,80.3364,617.1841,23.4470005,51.90698,94.08062,0.087,2.7358,0.77,Well 1
3744.773,124.357,1860.511,321.798,61.805,,0.122,2.58,0.564,Well 3
4081.05,61.59,275.13,14.02,59.26391,101.0517197,0.15,2.53,0.25,Well 11
5038.65,92.64,69.15,18.15,65.50314367,,0.27,2.3,0.76,Well 8
4521.9,81.16,385.23,305.95,,,,,,Well 7
4513.5,94.01,167.33,123.79,,,,,,Well 6
4085.85,75.36,94.4,399.42,,,,,,Well 7
4738.05,123.15,1056.29,990.54,54.59751,91.76115585,0.1,2.49,0.11,Well 11
3355.238,128.178,342.601,61.87,53.351,,0.162,2.577,0.179,Well 3
3539.9472,101.7514,6321.3921,310.4521,50.8164,85.82579,0.036,2.7546,0.712,Well 1
3684.3,96.3548,333.8577,14.184,50.3398,,4.8466,2.6843,0.3076,Well 4
3932.5296,90.5136,1255.1445,17.53700066,51.26598,92.91802,0.0388,2.7501,0.5036,Well 1
3737.7,87.53,1129.36,126.18,48.43959144,89.77107281,0.03,2.65,0.33,Well 12
3885.2856,82.95413971,1939.335571,33.77574158,54.58143616,95.96679688,0.159999996,2.609046459,0.229513526,Well 5
4034.55,85.89,328569.9,1099.7,53.46880499,98.71676478,0.04,2.68,0.16,Well 12
4193.5908,150.2132,6500.854,113.2355,53.83854157,,0.04269,2.66784,0.068,Well 10
3735.9,102.17,1256.48,33656.98,,,,,,Well 7
5673.9,110.1743,1896.8025,1131.9928,53.8048,,2.9913,2.7993,0.0642,Well 4
4327.35,99.03,821.8200073,9.92,51.1717778,91.58115087,0.07,2.63,0.17,Well 8
3426.4092,89.1551,712.3995,168.4442,51.02518,90.46675,0.0661,2.7224,0.8909,Well 1
5275.05,127.1818,615.8529,288.9959,53.5145,,5.9996,2.719,0.1757,Well 4
4149.852,94.4223,10974.625,11.38749981,50.50033,89.73042,0.0511,2.6869,0.6068,Well 1
4789.8,83.38,25258.44,13049.94,53.26867,93.74070496,0.04,2.64,0.06,Well 11
4679.25,81.39,865.79,619.96,,,,,,Well 7
5686.2,111.2238,45927.9877,7435.0866,,,3.1809,2.7577,0.2259,Well 4
5082.9,105.51,2640.2,23.56,,,,,,Well 6
3892.35,146.6,1324.44,2522.86,61.2126,99.56506291,0.05,2.58,0.01,Well 11
4078.65,77.83,262.16,148.81,54.52713171,94.3131836,0.09,2.57,0.19,Well 12
6405.3,116.17,10729.52,273.2,50.31874166,85.12125858,0.01,2.72,0.36,Well 8
5275.5,70.83,52.9,6.3,61.38510252,,0.12,2.35,0.23,Well 8
4845.45,43.68,150.77,20.42,55.87484,103.2724544,0.21,2.63,0.41,Well 11
4969.002,91.312,4801.462,56.90275,53.0813587,90.44158142,0.0626,2.60519,0.03178,Well 10
3870.8076,82.39388275,435.8265076,46.83636093,56.46592712,97.96500397,0.176153332,2.75,0.266153127,Well 5
3660.9,104.8243,67.6633,27.8991,50.1033,,10.8001,2.6243,0.3118,Well 4
