DEPT,GR,LLD,LLS,DTC,DTS,NPHI,RHOB,DCALI_FINAL,WELL
3760.95,95.64,921.61,73.02,,,,,,Well 7
4525.65,81.49,2029.37,25.63,,,,,,Well 7
6666.3,111.22,399851.7,116629.4,48.01613998,84.98962039,0.01,2.64,0.15,Well 8
4345.5,113.22,530.58,582.2,55.70432546,,0.1,2.71,0.37,Well 8
4210.05,180.64,1000,286.15,,,,,,Well 2
3828.3,97.49,1543.43,122.01,54.69771438,98.16432625,0.05,2.6,0.09,Well 12
4766.55,72.48,1625.82,17.89,,,,,,Well 9
4134.612,138.9035,976.0688,0.1,53.87309729,94.6033243,0.06982,2.70939,0.2083,Well 10
3668.4,81.13,952.05,384.72,52.09163619,87.98207045,0.04,2.65,0.09,Well 12
3813.353,47.748,608.439,82.366,57.921,,0.202,2.681,0.295,Well 3
3427.476,117.284,277.245,158.602,54.895,104.107,0.118,2.592,0.239,Well 3
4372.8,93.77,384.1,51.15,,,,,,Well 6
4342.35,66.25,2000.93,30.26,,,,,,Well 9
4443.3744,100.7461014,1406.557251,48.08860016,54.06425476,92.29033661,0.109999999,2.660133362,0.165033296,Well 5
3511.95,46.92,328.35,16.54,,,,,,Well 9
4327.8,166.94,1000,1000,,,,,,Well 2
4687.65,79.88,85.09,1.64,57.85482199,110.3851535,0.17,2.45,0.74,Well 8
4177.8,69.48,623.27,89.17,,,,,,Well 9
4977.6,87.37,157.47,39.6,57.44463075,,0.09,2.68,1.37,Well 8
4526.28,103.0012,2050.897,103.3418,53.19742601,97.81358142,0.03759,2.62495,0.02303,Well 10
4967.25,90.84,1523.55,557.91,56.36722,98.57318031,0.1,2.53,0.1,Well 11
3521.1,113.96,42.93999863,2.03,59.80983,93.64712806,0.16,2.37,1.23,Well 11
4049.1,103.0202,559.7374,232.6678,,,4.4109,2.7095,0.2938,Well 4
5167.65,111.8258,810.7415,131.7949,51.7664,,2.9444,2.74,0.262,Well 4
5846.55,91.65,371596.8,29.19,50.77858524,90.31312976,0.02,2.75,0.08,Well 8
3783.178,156.631,2268.782,384.688,58.307,,0.105,2.516,-0.851,Well 3
3458.8704,109.4378,1072.7174,62.6869,52.27768,95.55119,0.0683,2.6614,1.4918,Well 1
5479.2,96.41,384.45,83.33,52.61782074,94.19205,0.02,2.72,0.13,Well 8
5534.55,92.64,1049.66,91.58,51.76180967,,0.02,2.64,0.14,Well 8
4328.7,112.7511,1988.9518,37.9001,50.7093,,6.1771,2.654,0.5687,Well 4
4385.55,66.65,532.39,323.91,,,,,,Well 7
5342.55,106.67,1452.55,7427.57,56.50033,96.44653927,0.12,2.48,0.09,Well 11
4248.75,75.35,221.07,216.29,,,,,,Well 7
4297.95,79.15,439.35,395.93,,,,,,Well 7
5396.1,70.9521,60.0072,30.3307,58.7195,,11.9455,2.7351,0.4314,Well 4
3871.65,61.37,364.26,4.06,,,,,,Well 9
6027.75,143.5,854.46,40.99,55.75767499,,0.02,2.54,0.39,Well 8
4276.95,81.44,432.61,251.55,,,,,,Well 7
4049.42,155.165,1984.399,264.277,55.099,97.497,0.083,2.338,-1.995,Well 3
5056.65,99.95,12290.32,11804.9,,,,,,Well 6
4456.2,92.79,2947.11,9.13,50.53771612,91.96010213,0.03,2.79,0.15,Well 8
3912.15,117.4475,446.9818,224.3574,,,8.7502,2.6972,0.0829,Well 4
5691,109.7231,68112.8147,3655.996,,,3.6337,2.7708,0.1126,Well 4
4499.85,88.36,2145.32,26.41,,,,,,Well 9
4737,106.62,1187.6,492.08,,,,,,Well 6
7114.35,88.85,23815.91,61691.22,54.24640619,92.14670953,0.05,2.63,0.15,Well 8
3755.25,100.5,199.12,2585.46,,,,,,Well 7
4554.6,115.42,3925.67,939.65,,,,,,Well 6
4369.95,,,,,,,,,Well 2
5050.95,77.19,2028.33,32.41,,,,,,Well 9
5082.15,116.1972,148.1112,32.2289,61.2393,,10.7785,2.6647,0.4193,Well 4
3473.1,213.14,1000,192.48,,,,,0.118,Well 2
4509.2112,226.2519531,30299.9043,131.903244,51.22537994,87.97402191,0.07,2.642693281,0.117213413,Well 5
3579.3,89.26,200.1000061,59.53,61.02336,107.6367973,0.07,2.63,0.24,Well 11
4491.6,102.67,69.95,60.89,,,,,,Well 6
3999.6,128.37,202.28,0.89,52.93005,91.48502081,0.13,2.49,0.89,Well 11
3905.25,81.94,171.46,79.61,52.20133787,88.80277496,0.1,2.51,0.43,Well 12
4151.85,76.54,303.85,190.57,,,,,,Well 7
4828.65,110.81,1158.14,248.43,51.56674323,89.15483016,0.03,2.59,0.14,Well 8
4055.4,87.97,3133.88,228.81,,,,,,Well 7
3613.95,113.799,417.7126,119.8955002,52.4519,,7.0839,2.6991,0.058,Well 4
4399.95,173.03,826.75,549.05,,,,,,Well 6
6576.3,124.99,346868.1,58.93,51.19874714,89.00206307,0.02,2.75,0.13,Well 8
3806.3424,85.7289,1551.8868,15.85669994,54.02689,92.19489,0.083,2.7409,0.5895,Well 1
3290.1636,23.6697,100000,0.0125,,,0.3462,4.6288,0.6169,Well 1
4106.8752,148.1638,50000,134.0874,49.73811804,86.62885483,0.04257,2.68813,0.03307,Well 10
3650.2848,114.6585999,2178.353027,337.0876465,52.9346695,93.90981293,0.109999999,2.635346651,0.063019648,Well 5
5415.9,74.3549,60.793,15.6919,51.5125,,14.3914,2.6416,0.4424,Well 4
4217.67,104.7722,11654.5215,12.98929977,50.9988,87.83375,0.0584,2.714,0.34,Well 1
4556.85,52.6,325.51,3964.99,48.21622125,,0.08,2.77,0.13,Well 8
7072.35,100.61,36.9,4.08,58.88064425,116.405334,0.12,2.44,0.38,Well 8
4123.35,133.24,5923.14,1602.84,52.61625,100.4115564,0.03,2.62,-0.02,Well 11
3612.15,107.43,3268.71,647.52,54.92297,91.35885987,0.03,2.68,0.11,Well 11
4485.15,83.63,554.02,91.88,,,,,,Well 9
6191.25,221.9,2463.65,5985.55,52.02320336,89.94195543,0.02,2.76,0.08,Well 8
3681.3,90.0521,295.9673,23.4281,49.0383,,3.851,2.7023,0.3885,Well 4
5926.65,106.43,100.71,57.34,54.49223174,100.1091169,0.02,2.58,0.58,Well 8
4037.9904,97.09477234,1083.813965,57.01936722,63.272892,103.6694946,0.189999998,2.539366722,0.103799902,Well 5
4030.98,168.6088,329.0771,15.40859985,55.47408,96.20146,0.0523,2.6348,0.8121,Well 1
3916.2,97.42,350.06,0.85,,,,,,Well 6
3911.4,42.37,258.59,78.53,,,,,,Well 6
5117.25,80.74,676.05,1151.16,,,,,,Well 6
3888.15,78.36,535.98,255.23,52.52664396,92.50703955,0.05,2.63,0.24,Well 12
4032.504,142.126,2381.711,289.602,53.223,97.667,0.073,2.333,-1.947,Well 3
3810.45,95.59,397.1199951,2.53,,,,,,Well 6
4304.0808,125.7722,3535.895,0.1,53.64039408,,0.10188,2.69546,0.14172,Well 10
5514.15,93.07,601.97,51.26,54.8063,96.7263648,0.08,2.55,0.23,Well 11
5582.1,117.92,75.42,27.57,59.87069885,108.5644869,0.05,2.51,1.05,Well 8
6799.65,107.56,1462.45,1298.6,51.12015663,90.63531693,0.01,2.73,0.09,Well 8
4962.6,78.88,21719.65,53.57,,,,,,Well 9
3914.6988,90.5883,1516.2971,12.13700008,50.05263,86.41656,0.0382,2.7684,0.5982,Well 1
3844.65,149.43,671.42,353.57,57.23419,97.05608102,0.05,2.56,0.11,Well 11
3900.75,87.65,278.07,40.89,,,,,,Well 7
4399.6356,124.5770264,5320.39209,39.29616547,54.70697784,93.03495026,0.109999999,2.650953531,0.146673217,Well 5
5015.55,59.05,322.05,10.6,55.30726536,111.8973498,0.07,2.69,0.34,Well 8
4637.4,71.75,1493.18,15.23,,,,,,Well 9
3514.5,118.23,223.51,18,55.6310984,99.47146031,0.11,2.55,0.2,Well 12
4087.2156,83.89876556,95.00988007,1.617313385,53.66440964,98.33039856,0.180000007,2.31267333,0.468839854,Well 5
4187.25,68.89,645,58.46,,,,,,Well 9
4350.15,88.91,386.07,247.43,49.2353673,88.77298987,0.03,2.68,0.14,Well 12
4409.0844,103.8709335,760.6326294,26.1862011,54.06500626,92.50779724,0.141033337,2.569999933,0.076899901,Well 5
7130.55,67.35,75.16,34.1,58.61349556,109.1801045,0.12,2.56,0.33,Well 8
4345.65,115.93,1130.28,2268.85,,,,,,Well 6
4238.25,109.07,509.72,1268.18,,,,,,Well 6
5547.9,95.25,579.57,265.85,57.71692,99.45126087,0.06,2.61,0.02,Well 11
3939.15,100.27,103.32,1.54,,,,,,Well 6
4032.9,88.87,514.49,6.22,,,,,,Well 9
3802.35,115.66,901.34,861.59,55.15083,,0.05,2.59,0.22,Well 11
4719.9,67.98,263.76,9600.87,49.3098165,,0.08,2.78,0.01,Well 8
5400.15,126.9476,556.0563,481.25,53.3136,,4.3973,2.7264,0.1183,Well 4
3518.459,98.066,1618.27,268.536,55.588,105.676,0.061,2.645,0.235,Well 3
4819.05,108.76,1322.68,8920.9,,,,,,Well 6
4791.75,81.32,4523.59,871.51,53.65619,89.66603772,0.04,2.63,0.09,Well 11
3595.116,245.1113,785.8247,117.9484,53.83139,95.33291,0.0509,2.6555,0.4464,Well 1
4863.6,92.729,31.3546,16.6583,,,18.2832,2.674,0.6331,Well 4
6904.05,114.28,2757.67,16502.09,54.21843041,93.90304906,0.05,2.62,0.2,Well 8
5282.1,225.3,8938.61,2853.44,54.35339,93.66266189,0.04,2.63,0.03,Well 11
3969.4104,94.9271,1403.6599,14.49909973,53.25402,97.05367,0.0787,2.6927,0.8039,Well 1
6705.15,122.95,12638.37,105.75,49.90266226,87.53154008,0.03,2.64,0.28,Well 8
4921.95,72.74,1659.02,30.4,,,,,,Well 9
4221.9372,133.3879,639.5489,100.357,54.43497755,,0.08171,2.56734,0.00885,Well 10
4074.7188,98.8285,1082.7781,14.39089966,53.16907,96.75734,0.0705,2.7162,0.5195,Well 1
4361.9928,112.7144318,2521.238525,30.9240799,53.09419251,91.85391998,0.109999999,2.609999895,0.068579681,Well 5
4360.3164,136.5632,4342.003,212.2491,52.06745246,91.92103433,0.05291,2.63971,0.02936,Well 10
5358.9,122.0951,94.7452,39.7178,56.2894,,11.3043,2.7166,0.2877,Well 4
3917.85,156.05,956.8,259.81,,,,,,Well 2
4954.35,108.69,3337.28,1269.56,51.18451,87.89728039,0.06,2.62,0.06,Well 11
4509.15,97.11,121.91,12.96,,,,,,Well 6
5204.4,116.4785,411.4762,161.8964,50.5532,,7.2177,2.6878,0.5424,Well 4
5577,69.97,936.83,6.5,58.9304,95.22253451,0.16,2.46,0.71,Well 11
5044.35,127.27,5588.32,22416.91,56.56268,96.31473005,0.07,2.53,0.03,Well 11
5685.9,118.0342,58240.2442,994.5685,,,2.7278,2.8059,0.2165,Well 4
3516.0204,161.2434,6142.083,175.3597,51.35086,87.82137,0.0239,2.6408,0.6188,Well 1
3837.6,106.94,1089.23,1390.57,53.90556071,93.21252509,0.04,2.67,0.09,Well 12
3363.62,128.897,425.278,103.37,52.09,,0.133,2.615,0.129,Well 3
4839.9,119.34,1025.12,391.65,,,,,,Well 6
4012.2,97.74,152.58,11.68,,,,,,Well 6
3818.4,133.61,245.74,120.37,59.33908,98.23789097,0.06,2.53,0.4,Well 11
5082.15,114.2,1441.19,1015.6,,,,,,Well 6
4576.8,116.99,589.86,17.6,,,,,,Well 9
4438.5,113.0011,478.7713,68.2658,,,7.2299,2.7039,0.3464,Well 4
3637.5,292.82,1000,183.17,,,,,-0.0125,Well 2
4517.25,55.91,181.58,55.49,53.12034484,103.9417666,0.06,2.62,-0.03,Well 8
4068.45,114.5524,1914.5943,211.4406,,,4.9629,2.7125,0.3032,Well 4
4377.15,95.57,2892.49,2121.7,54.98768092,94.60171362,0.04,2.66,0.1,Well 12
5043.6,109.8218,774.9263,240.4257,52.1475,,5.1338,2.707,0.4419,Well 4
6790.95,121.03,43.6,30.45,60.68038298,110.3876739,0.08,2.69,0.2,Well 8
3542.25,85.24,111.1999969,278.83,58.25042,96.48348273,0.13,2.53,0.15,Well 11
4508.1444,228.472229,28097.3125,118.6205673,52.91055298,86.68437958,0.07,2.562966585,-0.019999981,Well 5
3910.7364,100.2979,236.3249,10.47770023,54.76176,94.59709,0.1031,2.6383,0.7248,Well 1
5061.45,45.17,5689.55,730.06,51.88330345,,0.06,2.54,0.29,Well 8
3234.842,45.442,,,,,0.873,2.004,0.323,Well 3
3831.15,147.09,4152.56,31371.29,61.42909,99.32039013,0.06,2.65,0.11,Well 11
5085.45,102.12,783.83,438.09,,,,,,Well 6
7231.35,97.51,15237.63,2534.79,53.93597706,92.17730795,0.05,2.64,0.1,Well 8
6254.4,90.28,806.76,90338.51,52.7724209,91.94335071,0.01,2.76,0.11,Well 8
4624.05,137.1,499.28,409.61,56.37245,94.01540627,0.08,2.51,0.15,Well 11
4015.8924,164.7614,155.3282,5.9542,52.73584348,92.4034927,0.04678,2.67595,0.04753,Well 10
3882.75,139.17,712.3,4832.13,,,,,,Well 7
5079.6,70.84,55.2,34.8,58.32614325,,0.11,2.48,0.67,Well 8
3891.75,111.818,719.1977,305.4582,51.6799,,5.3558,2.7255,0.2302,Well 4
6362.7,145.85,1321.18,11.11,54.20898209,96.13901205,0.07,2.59,0.14,Well 8
3825.45,72.01,588.69,9.73,,,,,,Well 9
4279.35,67.88,142.88,98.37,,,,,,Well 6
4785.15,115.22,2258.88,163382.4,,,,,,Well 6
3440.1,123.92,346.8399963,4345.08,58.24455346,101.7633394,0.06,2.59,0.2,Well 12
4564.95,108.9442,1529.7395,638.2374,49.8613,,4.08,2.7319,0.2308,Well 4
3645.75,100.4,230.73,283.75,54.22525,,0.05,2.67,0.31,Well 11
6756.9,117.8,193.3,902.25,54.61882521,97.30958189,0.06,2.52,0.03,Well 8
6614.55,102.53,2266.71,376.51,51.80013437,94.75014441,0.03,2.7,0.37,Well 8
6249.15,107.32,259.13,29176.69,53.93721507,97.19841236,0.03,2.71,0.13,Well 8
6241.8,109.39,433.68,4771.37,51.08787227,89.05322732,0.01,2.83,0.09,Well 8
4272.6,155.79,2237.35,6462.73,52.42991,97.02693507,0.03,2.63,0.06,Well 11
4264.5,87.11,431.65,596.65,,,,,,Well 7
5110.5,82.07,1636.41,26740.6,,,,,,Well 6
4787.7,40.43,249.66,25.54,51.08967278,95.68791898,0.09,2.61,0.29,Well 8
3628.2,307.47,1000,257.28,,,,,0.0919,Well 2
4883.55,97.04,326.08,84.46,,,,,,Well 6
3928.11,64.00849915,147.6192017,30.6356678,60.22718048,99.35366821,0.174006671,2.625993252,0.504040003,Well 5
4331.208,131.0096,2469.717,363.2556,52.53400429,92.83947297,0.05305,2.69765,0.08334,Well 10
4649.85,81.54,99.22,8.9,,,,,,Well 9
3883.8,70.89,1164.26001,2.82,,,,,,Well 6
4614.6,94.89,538.15,326.46,57.96621,97.32608533,0.1,2.59,0.21,Well 11
4740,161.22,415.39,1.76,53.44531968,98.00933071,0.06,2.48,0.38,Well 8
3571.8,93.4826,43.3993988,1.845600009,61.6293,,12.7739,2.5433,0.7131,Well 4
4102.5,86.08,9653.85,1199.92,50.96809147,89.93766378,0.04,2.64,0.27,Well 12
3932.25,149.28,338.19,87.6,,,,,,Well 2
3807,82.8922,937.168,303.7756,49.5428,,6.7106,2.7073,0.2504,Well 4
4012.65,84.97,10551.31,13077.39,57.33654483,86.66053795,0.03,2.7,0.1,Well 12
4591.35,98.53,697.53,266.02,,,,,,Well 6
4403.4,78.25,1926.11,24.19,,,,,,Well 9
4896.6,51.22,872.13,139.97,53.26792112,96.30742583,0.13,2.63,0.57,Well 8
6576.6,124.62,1775.87,58.48,51.41240031,89.1898526,0.01,2.76,0.11,Well 8
4399.2,47.06,880.02,484.26,,,,,,Well 7
3387.7,96.847,168.865,93.72,52.843,102.756,0.129,2.605,0.27,Well 3
4615.95,51.98,840.37,15.59,49.61861711,86.01177016,0.07,2.8,0.22,Well 8
3434.791,114.106,1446.1,451.925,53.86,98.031,0.141,2.601,0.212,Well 3
3384.956,126.508,537.654,156.938,53.672,97.976,0.085,2.633,0.258,Well 3
4449.75,63.05,436.6,109.62,50.89065005,88.91045787,0.05,2.83,0.07,Well 8
5025.3,114.36,416.95,10.54,54.76998781,100.8993322,0.06,2.64,0.55,Well 8
3885.45,57.38,352.27,1.41,,,,,,Well 6
4250.25,96.71,397124.4,1011.4,61.60211627,89.94131921,0.04,2.69,0.05,Well 12
3799.5,83.38,1001.2,392.5,52.78598706,96.25716076,0.04,2.59,0.27,Well 12
4159.05,19.74,52.04,2.8,,,,,,Well 9
5009.7,92.7111,831.3237,147.4924,,,3.5017,2.7561,0.1982,Well 4
4765.65,70.33,320.96,7.33,49.73380159,91.69089528,0.08,2.61,0.28,Well 8
4661.55,40.07,45.96,19.4,48.47610915,94.23888126,0.04,2.76,0.15,Well 8
4272.534,98.26296997,201.6955109,33.39321518,59.97219086,99.43598175,0.140000001,2.525606632,-0.019999981,Well 5
5421.75,85.66,458.32,628.26,61.92947,100.5719084,0.09,2.56,0.09,Well 11
3960.4188,215.9034,421.1751,15.55039978,55.12162,99.47531,0.0042,2.5795,0.419,Well 1
4045.2,89.34,559.45,188.35,,,,,,Well 2
6492.6,129.11,1597.87,143.48,46.57843318,83.59256803,0.02,2.65,0.21,Well 8
4313.25,161.95,5427.25,8593.63,57.57652,95.91663367,0.08,2.54,0.12,Well 11
5114.544,82.73489,1289.773,18.42612,54.05116297,89.47538835,0.06587,2.74441,0.14823,Well 10
4802.55,71.81,4991.94,37.19,,,,,,Well 9
4488.6372,108.6876221,160.478363,65.1033783,63.38060379,106.0866852,0.142486662,2.667459965,0.144973189,Well 5
3620.4,84.99,479.78,190.41,52.76849992,93.63285155,0.03,2.63,0.28,Well 12
4026.75,71.51,1151,6215.27,,,,,,Well 7
4922.85,124.63,3333.33,711.82,54.02175,100.1339316,0.06,2.61,0.12,Well 11
4551.75,71.51,1540.26,1171.1,,,,,,Well 7
5080.5588,86.58067,2922.167,19.88843,51.46292592,87.55803903,0.06112,2.69082,0.0601,Well 10
4056.9,68.03,67.44,20.98,61.40505,124.1410433,0.22,2.49,0.24,Well 11
3888.15,86.68,202.34,314.1,,,,,,Well 7
4929.45,152.27,6317.19,528.02,54.02851,95.00627142,0.06,2.56,0.19,Well 11
4091.1,107.17,1000,374.58,,,,,,Well 2
6982.5,121.58,32.66,7.88,64.15857715,109.7992087,0.13,2.43,0.5,Well 8
5092.5,86.32,1077.66,870.44,,,,,,Well 6
4532.25,67.99,370.25,286.15,58.78128,109.5303669,0.14,2.55,0.13,Well 11
4274.058,103.8431168,435.6760864,52.70794678,56.53973007,99.64820099,0.127206668,2.66162014,0.159999847,Well 5
3915.9,113.6092,429.6379,215.4314,,,8.4574,2.6939,0.0666,Well 4
4472.85,94.35,384.24,206.84,52.24841975,99.76230866,0.06,2.63,0.02,Well 8
5542.8,109.1784,12861.6153,13.5214,49.5172,,4.4912,2.6965,0.6356,Well 4
4287.3,88.07,381.19,228.52,,,,,,Well 9
7296.15,,632.62,4061.62,,,,,,Well 8
5428.2,86.82,1537.4,382.68,52.52468241,92.09628961,0.04,2.56,0.01,Well 8
5735.7,146.37,5010.77,599.81,51.87132209,96.11242528,0.01,2.72,0.09,Well 8
3495.9,115.99,270.4500122,4.48,57.59874635,109.7155949,0.08,2.54,0.21,Well 12
4138.422,92.1845,764.1288,10.20409966,55.90615,103.42623,0.0372,2.7413,0.408,Well 1
6934.65,100.94,94.57,67.47,52.70730915,93.30403874,0.05,2.58,0.15,Well 8
4443.75,83.04,2178.09,9303.32,52.95073511,,0.08,2.77,0,Well 8
4810.5,102.28,6113.06,1945.43,,,,,,Well 6
6452.7,102.85,4545.37,11.19,50.48680199,87.10275102,0.03,2.62,0.25,Well 8
4314.3,123.6771,163.3517,49.1556,54.6733,,7.6803,2.6513,0.5272,Well 4
3853.739,177.533,511.815,189.168,60.72,,0.071,2.218,-1.836,Well 3
4484.85,83.76,220.97,130.83,57.51593748,96.81132257,0.04,2.66,0.18,Well 12
3468.75,12.6,14.89999962,0.330000013,60.8401,,0.33,1.9,1.56,Well 11
4510.8876,127.6040573,359.0048828,81.89279938,53.08683395,91.19732666,0.11169333,2.681693316,0.240766332,Well 5
5213.1,126.7621,27.1656,4.1228,62.9892,,10.0545,2.6616,0.5151,Well 4
4195.95,128.2421,921.1519,287.1122,51.0071,,4.5617,2.7216,0.0727,Well 4
4386.75,131.73,1964.2,18515.18,51.8479,97.84307,0.07,2.56,0.1,Well 11
4245.864,193.9037476,100.3908691,12.18211365,59.41525269,97.16709137,0.107606664,2.552393198,0.196066588,Well 5
3495.294,126.194,6021.283,552.542,53.311,95.092,0.072,2.618,0.057,Well 3
3988.35,64.79,212.23,2.03,,,,,,Well 9
3939,86.48,60.58,0.26,,,,,,Well 9
6479.55,131.46,2425.1,572.25,50.04488214,87.43821504,0.01,2.68,0.15,Well 8
4734.45,120.8,259.94,103.73,,,,,,Well 6
4169.664,148.6951,1266.873,125.8648,54.15971319,96.61617289,0.07846,2.58445,0.02939,Well 10
3507.3,117.84,327.3900146,54.06,55.39449696,94.43877604,0.07,2.6,0.21,Well 12
4573.524,100.6250687,6802.240234,44.21524048,52.52206802,92.49552155,0.129999995,2.626426697,0.312853098,Well 5
4126.8396,103.6428909,357.173523,25.43045998,58.25524139,98.55647278,0.182646677,2.732646704,0.319413275,Well 5
4668.774,78.5602,388.5972,130.6718,53.79662953,93.2419595,0.0917,2.73052,0.07736,Well 10
5031.15,120.0305,8276.072,72.426,49.3552,,2.2373,2.7029,0.3429,Well 4
3822.6,153.67,1095.99,507.15,60.48917,101.3530196,0.03,2.65,0.11,Well 11
5008.05,75.95,9794.29,9.64,,,,,,Well 9
5682.15,120.6936,1878.5015,755.8489,52.2461,,3.7731,2.7334,0.2072,Well 4
4244.1876,189.1743317,747.7327881,40.12012863,57.10865402,98.35269928,0.100000002,2.716613293,0.38645345,Well 5
5173.5,35.59,285.72,155.4,54.70747,104.6587008,0.16,2.67,0.1,Well 11
4343.8572,80.97075653,3516.701904,51.68318558,55.2253685,91.49556732,0.109999999,2.600973129,-0.037079964,Well 5
3728.1612,90.19910431,3503.245361,160.2583008,53.54234695,93.04052734,0.150000006,2.680000067,0.201826707,Well 5
4121.25,141.36,1047.33,16998.48,51.26149,104.3601223,0.03,2.63,0.05,Well 11
4829.25,105.2445,41.5696,27.7204,,,6.0176,2.7324,0.0251,Well 4
4316.8824,130.5541,1956.18,114.679,52.60678436,93.30487801,0.05256,2.79446,0.14806,Well 10
4688.4,,,,,,,,,Well 7
4171.35,108.15,25691.21,41359.77,52.86947,92.14983412,0.06,2.61,0.05,Well 11
4399.5,94.53,1204.65,6.51,53.39257206,100.3109691,0.08,2.73,0.17,Well 8
3901.35,65.84,430.44,1.58,,,,,,Well 6
4064.6604,95.2282,3164.8171,16.34329987,53.83586,97.19856,0.057,2.7087,0.4869,Well 1
7261.5,108.97,324278.3,45666.5,51.89884402,88.16183724,0.02,2.71,0.1,Well 8
4791.45,52.14,134.51,178.06,48.13361308,93.72875874,0.07,2.69,0.13,Well 8
4042.2,126.6324,2179.1801,350.0731,49.9055,,3.3335,2.7278,0.3461,Well 4
6219.45,124.98,95.46,2353.93,56.26542315,99.14686378,0.05,2.59,0.11,Well 8
5016.75,91.52,41.02,1.29,55.26240398,114.5090949,0.1,2.63,0.57,Well 8
3518.611,97.11,1584.692,251.671,55.371,105.079,0.063,2.631,0.227,Well 3
4224.45,79.85,726.25,44.93,,,,,,Well 9
6503.55,153.31,2731.05,120.21,49.94972079,86.33165378,0.02,2.66,0.19,Well 8
5238,80.55,587.77,2314.12,52.98420367,,0.05,2.52,-0.07,Well 8
3769.65,78.87,243.2799988,6.09,,,,,,Well 6
3784.95,87.82,39.57,0.77,,,,,,Well 9
4107.18,162.8132,40999.98,128.9758,48.39228705,86.02378281,0.04126,2.66874,0.00476,Well 10
3736.8,175.18,1000,1000,,,,,,Well 2
4369.05,67.6,818.29,113.47,,,,,,Well 7
4884.3,37.11,939.41,155.77,51.36178261,94.12794882,0.07,2.74,0.01,Well 8
5323.65,122.6603,96.2284,76.9831,58.5389,,9.5527,2.7104,0.2269,Well 4
6948.15,124.11,4078.39,78.15,52.73350846,90.88269,0.04,2.64,0.18,Well 8
4336.3896,123.0397,1138.491,119.939,53.16059044,92.53410735,0.06169,2.65147,0.02287,Well 10
3559.95,266.28,45.61,28.13,,,,,-0.0125,Well 2
5167.4268,73.70238,156.1963,0.1,56.92849522,97.2813894,0.11166,2.66425,0.07195,Well 10
4448.85,60.77,662.85,685.95,,,,,,Well 7
3609.442,138.672,1165.207,89.006,53.403,102.223,0.048,2.601,0.13,Well 3
6831.15,92.03,246.5,258.74,51.90987441,89.98390362,0.03,2.69,0.1,Well 8
5001.9,116.39,3042.84,17.2,,,,,,Well 6
5276.85,100.48,49.86,4.96,61.35955946,,0.12,2.4,0.2,Well 8
4887.9,65.63,162.29,33.98,,,,,,Well 9
5594.25,90.63,260.78,100.49,55.05001681,,0.03,2.6,0.38,Well 8
4122.15,120.92,210.93,37.53,,,,,,Well 6
4816.65,96.9126,55.4171,43.7262,,,8.7625,2.6884,0.2459,Well 4
3529.2792,104.9387,1477.4727,92.6871,51.10083,91.36869,0.0409,2.715,0.8989,Well 1
5145.3288,83.11441,3343.398,21.33197,52.84633902,90.00323801,0.07491,2.68726,-0.0133,Well 10
4097.25,112.425,5255.5373,303.6887,,,4.7696,2.7417,0.1967,Well 4
4365.9552,113.1333923,1240.903809,58.10420227,52.04702377,90.43742371,0.09368667,2.640000105,0.092626579,Well 5
4391.7,53.59,26.39,8.05,,,,,,Well 9
4707.45,117.99,639.68,91.66,,,,,,Well 6
4597.35,72.46,762.32,730.98,,,,,,Well 7
4984.5,109.3955,362405.6022,3134.2629,48.2228,,3.0461,2.7474,0.0257,Well 4
3983.1264,148.1891,466.4519,7.19528,53.83535888,95.50111824,0.05728,2.66198,0.03001,Well 10
6308.1,126.35,772.62,2.41,54.05372505,94.25214937,0.03,2.7,0.07,Well 8
4075.6332,121.5327,3239.9202,13.60540009,54.37397,95.11472,0.0749,2.6745,0.5195,Well 1
3885.3,88.52,183929.9,14564.01,,,,,,Well 7
4646.2188,89.34684753,164.1232452,55.23504639,,,,,,Well 5
3974.4,137.58,1000,204.16,,,,,,Well 2
4402.5312,266.8011,2528.033,420.5688,53.14059471,91.21706861,0.0244,2.57223,0.05665,Well 10
6310.95,108.65,555.58,2.53,54.35277434,94.6506652,0.06,2.62,-0.01,Well 8
4426.35,82.72,331.24,4240.29,52.25556063,98.00068583,0.04,2.78,-0.02,Well 8
5319.15,115.5118,244.6339,29.8576,55.5551,,6.7359,2.6849,0.1915,Well 4
4299.45,100.13,550.95,307.06,,,,,,Well 7
6986.25,115.51,24.97,3.02,65.90829444,116.6034279,0.14,2.44,0.44,Well 8
4475.25,63.75,482.32,176.32,,,,,,Well 7
4071.9,96.89,814.25,435.17,,,,,,Well 6
5560.35,122.0626,34057.7351,201.1792,51.2821,,2.6185,2.7558,0.3894,Well 4
4666.35,99.5525,150.8735,121.8934,,,14.2313,2.5859,0.1582,Well 4
3945,96.6,98.36,0.89,,,,,,Well 6
3904.1832,92.16504669,7012.134277,63.34458923,51.76200104,93.84489441,0.140000001,2.609999895,0.008906659,Well 5
4911.75,107.8552,231.5334,77.0888,52.4323,,4.6823,2.7237,0.1839,Well 4
4039.0572,201.8491,1235.0145,16.28289986,53.69463,91.33853,0.0445,2.6285,0.5555,Well 1
4403.85,77.52,102.32,21.57,55.26321159,104.5016543,0.1,2.66,0.15,Well 8
3323.082,113.063,506.477,147.166,59.895,113.096,0.204,2.543,0.374,Well 3
3917.55,76.89,582.81,0.72,,,,,,Well 6
